case_id,ticker,company_name,source_type,asset_type,source_url,source_domain,rights_status,blocked_reason,next_action,provenance_hash
unh_2024_q4,UNH,UnitedHealth Group Incorporated,vendor,transcript,licensed-vendor://blocked/UNH/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:2c2faabff5e8e480c6c62c00588fd0a9b4882cf53f089ef4b3e5361bd095a26c
cvs_2024_q4,CVS,CVS Health Corporation,youtube,video,https://www.youtube.com/results?search_query=CVS+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:56e3a57b64c44f182289c2dddbb07ef152489b559be5402eac5134839e6ee599
cvs_2024_q4,CVS,CVS Health Corporation,vendor,transcript,licensed-vendor://blocked/CVS/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:966ef016c448ae5a0736966a24c2d81e4032574031f052ca673c6ba673cb2213
abt_2024_q4,ABT,Abbott Laboratories,youtube,video,https://www.youtube.com/results?search_query=ABT+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:b9862438f6378f76f41ba3e6ca17ebb676c90ac1b26269382a11607af9dc96d2
abt_2024_q4,ABT,Abbott Laboratories,vendor,transcript,licensed-vendor://blocked/ABT/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:c4c359c1ffc2a90547300f7a5a05c5ebff538395f7557600f57c7da619d056f9
bmy_2024_q4,BMY,Bristol Myers Squibb Company,youtube,video,https://www.youtube.com/results?search_query=BMY+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:7e98451c4186da4d3e8dbe5739876de31475b5e762320b763f5b2aebd1f98ec2
bmy_2024_q4,BMY,Bristol Myers Squibb Company,vendor,transcript,licensed-vendor://blocked/BMY/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:569ec98d17baed2202b40bc64437f7f64191f4ed54b978a3f50cc3ce1aa1b4ab
mdt_2024_q4,MDT,Medtronic plc,youtube,video,https://www.youtube.com/results?search_query=MDT+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:07b975f35835b7f91dbbc92b4a0084dc27e72b9c0f090cd8fe4631fb8ce0574f
mdt_2024_q4,MDT,Medtronic plc,vendor,transcript,licensed-vendor://blocked/MDT/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f9cf5c7259e269d31ed84b40f3f8dcff183ac1afd79621f5a58cdfd2088b351b
tmo_2024_q4,TMO,Thermo Fisher Scientific Inc.,youtube,video,https://www.youtube.com/results?search_query=TMO+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:7390577e379d3395e4036995ffc6757c7b2ad935ff5d4d914759d8bd66c288e6
tmo_2024_q4,TMO,Thermo Fisher Scientific Inc.,vendor,transcript,licensed-vendor://blocked/TMO/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:d24cc62dad580abee8aca78f4e50eb55a73e6a34298435b10d79cb6fe0df8f33
dhr_2024_q4,DHR,Danaher Corporation,youtube,video,https://www.youtube.com/results?search_query=DHR+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:2b7778a481d50972c213c9645ce6674433e80bd53d5ecf5d4de3e5297b35ec89
dhr_2024_q4,DHR,Danaher Corporation,vendor,transcript,licensed-vendor://blocked/DHR/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:ee75b2addbfafb73d696ea0f753d7f22b4a271a737827b1b01a4a702931a5b8a
bdx_2024_q4,BDX,"Becton, Dickinson and Company",youtube,video,https://www.youtube.com/results?search_query=BDX+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:bede816aef70c8b18758910db71b8469ad593a1d4d994cab092b661e9cac5322
bdx_2024_q4,BDX,"Becton, Dickinson and Company",vendor,transcript,licensed-vendor://blocked/BDX/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:622160f4e24e99d332f330eab15b7aec4c94f82728c90432b02c9937487c5f96
ci_2024_q4,CI,The Cigna Group,youtube,video,https://www.youtube.com/results?search_query=CI+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:b16bf968631449dd2a2f221ef9ab601185d67deb11a2c249f4a2b30da2f3b920
ci_2024_q4,CI,The Cigna Group,vendor,transcript,licensed-vendor://blocked/CI/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:b7b46284eaac56932f208700e858923a49d316faf4ba81212a190ab82000e49f
hca_2024_q4,HCA,"HCA Healthcare, Inc.",youtube,video,https://www.youtube.com/results?search_query=HCA+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:e4ed32fbdc5c1417634a6b7f979893adf99dc87b6f6c495179bed2f4ba0d9696
hca_2024_q4,HCA,"HCA Healthcare, Inc.",vendor,transcript,licensed-vendor://blocked/HCA/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:a2a33d63c5045eba713f2a09eb3e56aadb56e03bb99e3860165e3f58ea0d1518
syk_2024_q4,SYK,Stryker Corporation,youtube,video,https://www.youtube.com/results?search_query=SYK+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:5669e004742789036e27b10f8113fe5af0fd0564b62a168d20a035f1fe305cde
syk_2024_q4,SYK,Stryker Corporation,vendor,transcript,licensed-vendor://blocked/SYK/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:1d2b4ecc56c888000d1ab2bef40d2fe9a652a6e0451ef257b04a84b8d432ebd3
xom_2024_q4,XOM,Exxon Mobil Corporation,youtube,video,https://www.youtube.com/results?search_query=XOM+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:ccab3ea2e579c618d1a128dce9e26f2f49779d4d3de0a442551a244a7458240b
xom_2024_q4,XOM,Exxon Mobil Corporation,vendor,transcript,licensed-vendor://blocked/XOM/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:277887c5d8430ea47228ca34606c0e994b9998bd7a5908a2d4c3e0a50e45dc0a
cvx_2024_q4,CVX,Chevron Corporation,youtube,video,https://www.youtube.com/results?search_query=CVX+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:9a7da971186d19da33ace97880927ac4d7446dec7f92f397726cb8374cb1a40a
cvx_2024_q4,CVX,Chevron Corporation,vendor,transcript,licensed-vendor://blocked/CVX/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:799e2850f659ef90a11a57ca51f4ac4a9af28f0647aa813e172c256133f8fb06
cop_2024_q4,COP,ConocoPhillips,youtube,video,https://www.youtube.com/results?search_query=COP+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:22288cfbaa70a9f77370826acde3dc2504520eeb101285e4504ba3a4a50120ad
cop_2024_q4,COP,ConocoPhillips,vendor,transcript,licensed-vendor://blocked/COP/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6e9f065134be2d8f5e86d48ae9d26197607b590de57b66767cc84e9f635b8175
slb_2024_q4,SLB,SLB,youtube,video,https://www.youtube.com/results?search_query=SLB+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:4373a2cd745960b5906da5278084c99940514a8f5eb780aac4f6271a3ea7d54f
slb_2024_q4,SLB,SLB,vendor,transcript,licensed-vendor://blocked/SLB/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f4a34a641178675c8680fa27a1552576ec91f42d6b85bd8ed5e14c8a0ff8d71e
hal_2024_q4,HAL,Halliburton Company,youtube,video,https://www.youtube.com/results?search_query=HAL+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:41540a2b0a6179e8f3b3431a229e86209ea6403131fd7651319c25423d58d993
hal_2024_q4,HAL,Halliburton Company,vendor,transcript,licensed-vendor://blocked/HAL/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:dd40b8a84644453f61152c0719b9d61b90d467297d9a97e94fbfbbfbabab460e
eog_2024_q4,EOG,"EOG Resources, Inc.",youtube,video,https://www.youtube.com/results?search_query=EOG+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:bcfaf9cea884f296379a0d782e80fad152c612483c31c7c9f163bf6125c75153
eog_2024_q4,EOG,"EOG Resources, Inc.",vendor,transcript,licensed-vendor://blocked/EOG/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:59a9d8f0624b197790c5c755caa74c7f0189e4ebece40ad93312c7cca6149197
oxy_2024_q4,OXY,Occidental Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=OXY+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:8aa3a60fa3987dd6591311de23b4fab2194e9357e12346490ad9ee5fd61819f4
oxy_2024_q4,OXY,Occidental Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/OXY/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:922f6d3811dc2525636c7c338249feed79bf1211767b0d6d75bdeec77c9b0702
mpc_2024_q4,MPC,Marathon Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=MPC+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:e71a0d20978ccbdf9d5689ee85a27f457c1b8df49bc3531ccf22db075bb2dc89
mpc_2024_q4,MPC,Marathon Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/MPC/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:28c90efa110fc2628ee72433dd12d99a1369fa96878c75eacab4d52f4de42dde
psx_2024_q4,PSX,Phillips 66,youtube,video,https://www.youtube.com/results?search_query=PSX+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:226de3586928d54bfc854a79a1a19fb1c2cba5f6be2bee15484211db82df6f0e
psx_2024_q4,PSX,Phillips 66,vendor,transcript,licensed-vendor://blocked/PSX/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:cdf672f2007dd2c8f0f2de0ad543186fbe43e245443b625664a034be41652f00
vlo_2024_q4,VLO,Valero Energy Corporation,youtube,video,https://www.youtube.com/results?search_query=VLO+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:7f80d5c91b50ae5f5fb532a496698783b1696e273f5d49620976450a4e4a5425
vlo_2024_q4,VLO,Valero Energy Corporation,vendor,transcript,licensed-vendor://blocked/VLO/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:a12d8a2b7fc5e6c81500c9cf34aacb1a6eab666fea6cf5dfb8d345dc920c1254
ba_2024_q4,BA,The Boeing Company,youtube,video,https://www.youtube.com/results?search_query=BA+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:478e501788a9028fd041b196bd5a3c1454f0c144e8b3e8098e01aa918a561a0f
ba_2024_q4,BA,The Boeing Company,vendor,transcript,licensed-vendor://blocked/BA/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:64bed1e5b9a030f85034bad31725fd97de7b0ec39384a2f3a989663436831542
rtx_2024_q4,RTX,RTX Corporation,youtube,video,https://www.youtube.com/results?search_query=RTX+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:15eb5a5535612aa1e7dca3ff806baf6006635eb2f0b701c4a240541544664fbf
rtx_2024_q4,RTX,RTX Corporation,vendor,transcript,licensed-vendor://blocked/RTX/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:93ebe406a4c9294de9c73c833f7053ad278d4d03ddcea5d96f84054c53ccb010
lmt_2024_q4,LMT,Lockheed Martin Corporation,youtube,video,https://www.youtube.com/results?search_query=LMT+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:a7b8c171358fc9b2cf57d3f835e72ee84a40b087921bcc700f21455cb0ca39a4
lmt_2024_q4,LMT,Lockheed Martin Corporation,vendor,transcript,licensed-vendor://blocked/LMT/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:deef14ef400a9cea4877e37d3039929af6329443e251746baa79eafeec3faae2
noc_2024_q4,NOC,Northrop Grumman Corporation,youtube,video,https://www.youtube.com/results?search_query=NOC+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:55fdaa352def2959d094d0ab2bcbc327b7e917d57dec7790518fe7faae565127
noc_2024_q4,NOC,Northrop Grumman Corporation,vendor,transcript,licensed-vendor://blocked/NOC/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:9a4dfffc742f8bcf88ddaff949cad210d11a2a9e6872c261b8dca71392b89510
gd_2024_q4,GD,General Dynamics Corporation,youtube,video,https://www.youtube.com/results?search_query=GD+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:90ad6679493a74cdd58fd2309f3f9eeb440fe2aca585e82480b0b074d60a38a8
gd_2024_q4,GD,General Dynamics Corporation,vendor,transcript,licensed-vendor://blocked/GD/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:dc0d5d73af10bc450bb5d382168ed13cd3c2ce2acad1c65668264c2ac858d725
cat_2024_q4,CAT,Caterpillar Inc.,youtube,video,https://www.youtube.com/results?search_query=CAT+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:227d3a8a8db89b1adbacc0b7f2890eb9d43d7e239528dfba264e7ce0a0c850c3
cat_2024_q4,CAT,Caterpillar Inc.,vendor,transcript,licensed-vendor://blocked/CAT/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:aa5a91042816ff40d29cd00be43cbf66d6a5569e8437df1d517bd24456e1c2ea
de_2024_q4,DE,Deere & Company,youtube,video,https://www.youtube.com/results?search_query=DE+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:90401f1b7bccce9e42615e92c7adb2c08c23c1ba7777075bf08c91b879fffc6c
de_2024_q4,DE,Deere & Company,vendor,transcript,licensed-vendor://blocked/DE/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:1adfe5c054a9467de9461a45208bea17503ae5d29923b7c5e73baaa4f1a5326d
ge_2024_q4,GE,GE Aerospace,youtube,video,https://www.youtube.com/results?search_query=GE+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:55c4fba29d956f8b4f8c05a68185d4e9ae8997d909343fc87b4da032e058d99a
ge_2024_q4,GE,GE Aerospace,vendor,transcript,licensed-vendor://blocked/GE/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:310e8cc9152a79ddc6793813d6403af2d852fa14e16c436370ac7fd694a33821
etn_2024_q4,ETN,Eaton Corporation plc,youtube,video,https://www.youtube.com/results?search_query=ETN+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:d79a95c08aefc206cad727f79d0c562d437955bf70130b5e17985e40f60451ed
etn_2024_q4,ETN,Eaton Corporation plc,vendor,transcript,licensed-vendor://blocked/ETN/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:38fb5387900d7971841213285d48b37d7f17e2cf87f6b0be14decdf1d70f6a44
emr_2024_q4,EMR,Emerson Electric Co.,youtube,video,https://www.youtube.com/results?search_query=EMR+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:dca7c55defcfba2a09f477a5237bcb8600d9c98f2958aa1fc16bedf3770e98db
emr_2024_q4,EMR,Emerson Electric Co.,vendor,transcript,licensed-vendor://blocked/EMR/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:c18cb779cc9373ece8b0d5dabff820cb20307c4f8fb63e95dbb9484fdc8b52ae
mmm_2024_q4,MMM,3M Company,youtube,video,https://www.youtube.com/results?search_query=MMM+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f212208eafd6e55830f452afd46d1e8bfedf95fe9cb92c7b3c236c64dfcc31e9
mmm_2024_q4,MMM,3M Company,vendor,transcript,licensed-vendor://blocked/MMM/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:485e96c66666af09a3eba393734f8a81cdb0ecac90c6aacc869a86d087908e5f
itw_2024_q4,ITW,Illinois Tool Works Inc.,youtube,video,https://www.youtube.com/results?search_query=ITW+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:9c753d476a6c3f27209e9d439aa0d65938177d91005a986b106b02c547e06e39
itw_2024_q4,ITW,Illinois Tool Works Inc.,vendor,transcript,licensed-vendor://blocked/ITW/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:9e4a8a2dd6d197f4908eaa73a6a9759d058f43a45d19a36f8c06a79cfe12226a
ph_2024_q4,PH,Parker-Hannifin Corporation,youtube,video,https://www.youtube.com/results?search_query=PH+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:17720499e7d3f840b8e5884be5270e4124255a6484abd0bcab538dd2b52cad69
ph_2024_q4,PH,Parker-Hannifin Corporation,vendor,transcript,licensed-vendor://blocked/PH/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:d5eca7a6e54572f138166e0f8a55bd3b92ba09a21ff6bac0694739657f578166
carr_2024_q4,CARR,Carrier Global Corporation,youtube,video,https://www.youtube.com/results?search_query=CARR+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:a936335fa208640550382736c4d90c446495227deafa9629a8be16ef0c5c2b89
carr_2024_q4,CARR,Carrier Global Corporation,vendor,transcript,licensed-vendor://blocked/CARR/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:35bb95547816aa22edf8c24e9da299f398c0a06b207f44510889eaa623fddcca
otis_2024_q4,OTIS,Otis Worldwide Corporation,youtube,video,https://www.youtube.com/results?search_query=OTIS+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:29ed00fe8cfa832c605bf229ee3276d03f8a057fb56838a8442f80d8236f4b55
otis_2024_q4,OTIS,Otis Worldwide Corporation,vendor,transcript,licensed-vendor://blocked/OTIS/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6c04931da2a4d8c0e6b65e3bc1fd78743b556084fe1702350b64712e234661e9
ups_2024_q4,UPS,"United Parcel Service, Inc.",youtube,video,https://www.youtube.com/results?search_query=UPS+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:26bcd3f418903ab8b3134ba82178bccd4ebf19f5c5b9244e319348474567af41
ups_2024_q4,UPS,"United Parcel Service, Inc.",vendor,transcript,licensed-vendor://blocked/UPS/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:75cddd7d478d1ef4e027df5d50a80ec90d117c1a9b8f62a984ffa6b391939a84
fdx_2024_q4,FDX,FedEx Corporation,youtube,video,https://www.youtube.com/results?search_query=FDX+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:b3f4f48c3673d8b5c2c709224fab620d5fc667f3c2c273cc07d61844c93f68db
fdx_2024_q4,FDX,FedEx Corporation,vendor,transcript,licensed-vendor://blocked/FDX/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:fda20376cde74f0471f6a81ee03848ee2a98db3f9d78bdbeb7ab0b028a2ac31b
dal_2024_q4,DAL,"Delta Air Lines, Inc.",youtube,video,https://www.youtube.com/results?search_query=DAL+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:59aad00e72cdf859add4aebd7113022d0a508d9b0e86c1666184a04f5ed2eda5
dal_2024_q4,DAL,"Delta Air Lines, Inc.",vendor,transcript,licensed-vendor://blocked/DAL/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:40393821b97b3a315727e1bd80ba2cbc5bb3c125ae6a4aea6133bba142bf80d9
unp_2024_q4,UNP,Union Pacific Corporation,youtube,video,https://www.youtube.com/results?search_query=UNP+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:2484f862bbbcee8f0f1fd731f690088947a68938c781e9908c0c9aade1e8f2ca
unp_2024_q4,UNP,Union Pacific Corporation,vendor,transcript,licensed-vendor://blocked/UNP/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f5da746fe6a16f68e04c34303bdacf009019c34de1f6cf7a0a7268c35f600190
nsc_2024_q4,NSC,Norfolk Southern Corporation,youtube,video,https://www.youtube.com/results?search_query=NSC+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:03da15b8e3c1a00064d056a9287b2a67d7e84cf8cab5db70ac989dfd418a857e
nsc_2024_q4,NSC,Norfolk Southern Corporation,vendor,transcript,licensed-vendor://blocked/NSC/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:727f324994536f5581318aea27a323a27ce446654beee8c10215ca8f244a45f5
hd_2024_q4,HD,"The Home Depot, Inc.",youtube,video,https://www.youtube.com/results?search_query=HD+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:c4a4f1c458b65a35bc526cdc761e981328d0d7949eea231c60d62e210d948edb
hd_2024_q4,HD,"The Home Depot, Inc.",vendor,transcript,licensed-vendor://blocked/HD/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:42de3d1c94fb682f692d3ff30e0f17458739b18d81e014dd451bc6084760a76c
low_2024_q4,LOW,"Lowe's Companies, Inc.",youtube,video,https://www.youtube.com/results?search_query=LOW+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:4ee85a0d55889eb09e05528c46fdcd2eaad627969820193aa51c29e84ab654cb
low_2024_q4,LOW,"Lowe's Companies, Inc.",vendor,transcript,licensed-vendor://blocked/LOW/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f6d1657d0118748ec95dfa1474fd3265684979ee3fde2b26d413e7252250d541
tgt_2024_q4,TGT,Target Corporation,youtube,video,https://www.youtube.com/results?search_query=TGT+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:768a14ab6664cf5e00ea6e4cccc1d590adb76dc0401ff5efdbf267838525502b
tgt_2024_q4,TGT,Target Corporation,vendor,transcript,licensed-vendor://blocked/TGT/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:66eaa4471abe19ce8558c687d34e68df9b633f027d6bd51866e1fc579de72b7a
kr_2024_q4,KR,The Kroger Co.,youtube,video,https://www.youtube.com/results?search_query=KR+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:0e192e8b33efd589a26f33d4bba637b722bd4d9b4b4d4fad52a2edb09c5159eb
kr_2024_q4,KR,The Kroger Co.,vendor,transcript,licensed-vendor://blocked/KR/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:c8a422582d4ad6a6db41ce4a942191e9138cdad6e5c23237234bcd8091419859
dg_2024_q4,DG,Dollar General Corporation,youtube,video,https://www.youtube.com/results?search_query=DG+2024+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:0ef505b2b184ff3c165d18857a76780e0bc39803caa7e963f8dc921c2b4cdd73
dg_2024_q4,DG,Dollar General Corporation,vendor,transcript,licensed-vendor://blocked/DG/2024/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:4ce9b4bc8081cdcb6b2cb9d0343d75d09656ca1e22250a6d9c8200accb8da5a1
