case_id,ticker,company_name,source_type,asset_type,source_url,source_domain,rights_status,blocked_reason,next_action,provenance_hash
cb_2023_q4,CB,Chubb Limited,vendor,transcript,licensed-vendor://blocked/CB/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:dd52e5df90cb1a47e99001dcc2344437923e65f9e16cab74f12df6f8e8f3298b
jnj_2023_q4,JNJ,Johnson & Johnson,youtube,video,https://www.youtube.com/results?search_query=JNJ+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:41ebe1001f4e96534c3befb2f76162cec17f0aa52b1ae8dceaea9be22c49b2d3
jnj_2023_q4,JNJ,Johnson & Johnson,vendor,transcript,licensed-vendor://blocked/JNJ/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:aa65d95d5b0c689f8b51dabddbbfc2b25beb427b9aafcac687445c70fff09caa
lly_2023_q4,LLY,Eli Lilly and Company,youtube,video,https://www.youtube.com/results?search_query=LLY+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:b743f24f304bfb763606eafccec33384f7c660832e52cd6c0aec8fd45a8dbbcd
lly_2023_q4,LLY,Eli Lilly and Company,vendor,transcript,licensed-vendor://blocked/LLY/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:640f3475b75ae7f0b352ab8cf9022dbd036bfef529942a41e00849bafc2ba945
mrk_2023_q4,MRK,"Merck & Co., Inc.",youtube,video,https://www.youtube.com/results?search_query=MRK+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:4e94c91469bfaae0284e41c0762504d5b55b8f49a25d0bbc6f866077d0f4d30e
mrk_2023_q4,MRK,"Merck & Co., Inc.",vendor,transcript,licensed-vendor://blocked/MRK/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:174f6bc197d6d79f6921866db7e945188ea9e0dc40624967f547e9d789bf79fe
pfe_2023_q4,PFE,Pfizer Inc.,youtube,video,https://www.youtube.com/results?search_query=PFE+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:6bc2b76437dda5499e6f17851264e5e8db23d618a0d4da6092738a01e3974be5
pfe_2023_q4,PFE,Pfizer Inc.,vendor,transcript,licensed-vendor://blocked/PFE/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:09723908e1c4ad76687b8c2edd1b4627bda91163758f7eacd688d058ded347fb
unh_2023_q4,UNH,UnitedHealth Group Incorporated,youtube,video,https://www.youtube.com/results?search_query=UNH+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f9f826b332da417cfa8ae83108775e412dbef46814d29aac0d9cd5198b72b196
unh_2023_q4,UNH,UnitedHealth Group Incorporated,vendor,transcript,licensed-vendor://blocked/UNH/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:651f94d5b82849f4c4d984f9cef0131567f5a6d182701d3bf2e558e324b436ef
cvs_2023_q4,CVS,CVS Health Corporation,youtube,video,https://www.youtube.com/results?search_query=CVS+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:a966314028fbab0fc659ec30d027da5bf0f7dda3c2f051df114221e78cbe847e
cvs_2023_q4,CVS,CVS Health Corporation,vendor,transcript,licensed-vendor://blocked/CVS/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:0181615b87be707366e35c22f735293b2aea6c578c281788d09b7fd46a7de6d5
abt_2023_q4,ABT,Abbott Laboratories,youtube,video,https://www.youtube.com/results?search_query=ABT+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:0463942be9173855ac3195e390ff872dbea1d22f4dd6d41db1278374854bb1f1
abt_2023_q4,ABT,Abbott Laboratories,vendor,transcript,licensed-vendor://blocked/ABT/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:485a16f5c39f3fa823646e92e005a2b0267f5620f7c7ff08690dd2d5a429d96b
bmy_2023_q4,BMY,Bristol Myers Squibb Company,youtube,video,https://www.youtube.com/results?search_query=BMY+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:7cfb8fdc290e6a6e076c39f5a300ee8e7ab7a3cf1258ba52341930a143a01484
bmy_2023_q4,BMY,Bristol Myers Squibb Company,vendor,transcript,licensed-vendor://blocked/BMY/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:96623e07d6949ec152f34a0b6f6686e0750c3180d038ed452d50b895f2e411a1
mdt_2023_q4,MDT,Medtronic plc,youtube,video,https://www.youtube.com/results?search_query=MDT+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:1a07196c2ab0a71bc212475a50d4d57812ac33ace05d57ed7ba20285a0cb4913
mdt_2023_q4,MDT,Medtronic plc,vendor,transcript,licensed-vendor://blocked/MDT/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:a2cae4d90e4bdcd3458338487755cd2565b743f2ac1828b97158f50bd2092b74
tmo_2023_q4,TMO,Thermo Fisher Scientific Inc.,youtube,video,https://www.youtube.com/results?search_query=TMO+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:14e5ac840bc7b42b9800030432a3a7161ce9dcc1be9b42ea1e7325fbeab52e2f
tmo_2023_q4,TMO,Thermo Fisher Scientific Inc.,vendor,transcript,licensed-vendor://blocked/TMO/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f4ca2b94f82a9ff1219f24650867eaf58c831c4ae72c59f60750ffee5e59aa55
dhr_2023_q4,DHR,Danaher Corporation,youtube,video,https://www.youtube.com/results?search_query=DHR+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:ca9828dfd79d4b71f329bc9fc6a6f7ca6e04ea8e2867b4864dd3bca6d8853912
dhr_2023_q4,DHR,Danaher Corporation,vendor,transcript,licensed-vendor://blocked/DHR/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:8ce40c5cfbeae0a97325a00171e28c0a2b7aa1de81bd8d7275e81f49cf7e2f56
bdx_2023_q4,BDX,"Becton, Dickinson and Company",youtube,video,https://www.youtube.com/results?search_query=BDX+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:4bbc081e60e5e8103a2da237a6f26d669b1eb952995042486c111232ae2e98d1
bdx_2023_q4,BDX,"Becton, Dickinson and Company",vendor,transcript,licensed-vendor://blocked/BDX/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:9d738f327fcf3340ea19211fedec9f61f3ee39951067c8e476c40e03b26f4e0b
ci_2023_q4,CI,The Cigna Group,youtube,video,https://www.youtube.com/results?search_query=CI+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:99e0ae51c0b5ef1d80d7e478d77d8d8d9d83a01a6113983a0eee45c0f272b429
ci_2023_q4,CI,The Cigna Group,vendor,transcript,licensed-vendor://blocked/CI/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:0161482a5fc03fb2078ae0682daee6ef1c4c159074fc336cdb22e67d4cf16500
hca_2023_q4,HCA,"HCA Healthcare, Inc.",youtube,video,https://www.youtube.com/results?search_query=HCA+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:fa222d27ec96b4c0d78184265018eb24ef107de0efe6cba5aaf0c5bc6b137859
hca_2023_q4,HCA,"HCA Healthcare, Inc.",vendor,transcript,licensed-vendor://blocked/HCA/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:194121ce594d165908fd4d9953eb03f37cc4312c2072ddc0f01736617fee863d
syk_2023_q4,SYK,Stryker Corporation,youtube,video,https://www.youtube.com/results?search_query=SYK+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:09ecfd9fa85b31dcae7fe111c6e9d19244b2d1e80fd79b1cf26675af29e1c23d
syk_2023_q4,SYK,Stryker Corporation,vendor,transcript,licensed-vendor://blocked/SYK/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:771e1380270a3e7e799f60bdd0769f26eaaef901937fccf20c9dab247d4ae242
xom_2023_q4,XOM,Exxon Mobil Corporation,youtube,video,https://www.youtube.com/results?search_query=XOM+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f5164be80e25778d57b69ef45ce406e6f88d3454ef6b361fc04a8900b8d2028f
xom_2023_q4,XOM,Exxon Mobil Corporation,vendor,transcript,licensed-vendor://blocked/XOM/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6e7ae5359fb7fe4632893759e257bdc85cbde362e7786049c3ff0431ce5e6d94
cvx_2023_q4,CVX,Chevron Corporation,youtube,video,https://www.youtube.com/results?search_query=CVX+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:471e73b52a035e59145060ae8e59f825f7f4517ea9333ab9c79c8afc4b483096
cvx_2023_q4,CVX,Chevron Corporation,vendor,transcript,licensed-vendor://blocked/CVX/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:faf42e648b94301c59f4524cf97480d4b8af0232c4a4effe3f7f685cf32b13cb
cop_2023_q4,COP,ConocoPhillips,youtube,video,https://www.youtube.com/results?search_query=COP+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:2a7b0b0552560310d24b28d149cac1d1bf5c07c32c8f7b3e68f94759273e24ea
cop_2023_q4,COP,ConocoPhillips,vendor,transcript,licensed-vendor://blocked/COP/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:4511a605d768da1e5e1a67fb624ca9eeab34cca1b011a594905861a6b0b9aa24
slb_2023_q4,SLB,SLB,youtube,video,https://www.youtube.com/results?search_query=SLB+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:6e39de2aeedec50eac3fedb92b24df64c31552d27f29bc7cb3a07ead6cc6d3db
slb_2023_q4,SLB,SLB,vendor,transcript,licensed-vendor://blocked/SLB/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:7fa49cf237b238a45ed8f36562cd38a79fa86f8540b3f2bb0ed303b667dd3b68
hal_2023_q4,HAL,Halliburton Company,youtube,video,https://www.youtube.com/results?search_query=HAL+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f6c1af07f074e312090f60603cb1c5fc63cec8ab0a1063069d2a0fdd7017643e
hal_2023_q4,HAL,Halliburton Company,vendor,transcript,licensed-vendor://blocked/HAL/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:37f39e6ec1a2e9c7e7ab2b20832a77c295ddc87c4a9594d87a35e0daa5b49031
eog_2023_q4,EOG,"EOG Resources, Inc.",youtube,video,https://www.youtube.com/results?search_query=EOG+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:4222ade118ad400dedb1032721389ed7418a948faa63d4398303582d438aec8f
eog_2023_q4,EOG,"EOG Resources, Inc.",vendor,transcript,licensed-vendor://blocked/EOG/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:196e7ad123f94be60e4d8d242bb5c20d0552acae2f002c3c5eb00202ca1f4c44
oxy_2023_q4,OXY,Occidental Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=OXY+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:db90613ad2c05b6ec1809d20206aa50fcc2da4faae52368551d5a00689ec132d
oxy_2023_q4,OXY,Occidental Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/OXY/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:dbdffc7a80119fc98229f12d5f943e5071b01777bf3fd628cd3e7b0fcc9424bd
mpc_2023_q4,MPC,Marathon Petroleum Corporation,youtube,video,https://www.youtube.com/results?search_query=MPC+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:3838c7a15cb2537d507983c0622fdbb593e1fd28376deb6cb1d15ddd77cdd66d
mpc_2023_q4,MPC,Marathon Petroleum Corporation,vendor,transcript,licensed-vendor://blocked/MPC/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6a3ce44cdeb151e2600bc5a5731a64f1a5110af64953b0e5276825cb691d66e8
psx_2023_q4,PSX,Phillips 66,youtube,video,https://www.youtube.com/results?search_query=PSX+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:b290a4b9ef97f362017257d357e133821c8c5c2efe0787aa56c67c4289844779
psx_2023_q4,PSX,Phillips 66,vendor,transcript,licensed-vendor://blocked/PSX/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:4c9b9e3032e982f0bb4cb5c87df44165876e58078f4545b51bfa368d75adb5a0
vlo_2023_q4,VLO,Valero Energy Corporation,youtube,video,https://www.youtube.com/results?search_query=VLO+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:887d255ae78fb0e7ed5c8b7f1c306b501db406aeda20d17fd1065f5ea994c944
vlo_2023_q4,VLO,Valero Energy Corporation,vendor,transcript,licensed-vendor://blocked/VLO/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:b1bb0e214d03d00d2d0353fe036b6fb9a9a7f025f527e205cec16005af55d37b
ba_2023_q4,BA,The Boeing Company,youtube,video,https://www.youtube.com/results?search_query=BA+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:d6cfecbe78f86038b2e1f7a704a66164787d936d5865f7ef292ba8d2d17d7449
ba_2023_q4,BA,The Boeing Company,vendor,transcript,licensed-vendor://blocked/BA/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:de30d1b48f438ebf609f2171a9ffb798f1af74218dee30223d1b0037886a61ec
rtx_2023_q4,RTX,RTX Corporation,youtube,video,https://www.youtube.com/results?search_query=RTX+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:65932165e7d2eb0df39080a5cf20a352a691c9e8c3b6bf586823ada2241646d3
rtx_2023_q4,RTX,RTX Corporation,vendor,transcript,licensed-vendor://blocked/RTX/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6f800e9f07227954c5f8920bb94db055d44554755fe58b57515414c5285b74fd
lmt_2023_q4,LMT,Lockheed Martin Corporation,youtube,video,https://www.youtube.com/results?search_query=LMT+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:327a7383a9cc0032607b5320a331a1cea1370ee1678703f7c9ea330aa13d10a6
lmt_2023_q4,LMT,Lockheed Martin Corporation,vendor,transcript,licensed-vendor://blocked/LMT/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:c318e2073cdba1c0add93493ee34e29400f4920b928654a207fcdeab0321744a
noc_2023_q4,NOC,Northrop Grumman Corporation,youtube,video,https://www.youtube.com/results?search_query=NOC+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:05e78ea7397ff6b7b5eb76a95f4f30f6b1dde9655451cc2b583303e85c6e395f
noc_2023_q4,NOC,Northrop Grumman Corporation,vendor,transcript,licensed-vendor://blocked/NOC/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:e1e732e06ca3101fd64d3be0dbbb5f758487724576b5abf0a7f05460f5a65cdf
gd_2023_q4,GD,General Dynamics Corporation,youtube,video,https://www.youtube.com/results?search_query=GD+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:7d7f85bf867389f8a6d9111e63e5c575459268ffcf4ddf34576a1ec2f729c250
gd_2023_q4,GD,General Dynamics Corporation,vendor,transcript,licensed-vendor://blocked/GD/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:7811f0c129f2515af519356de1d8db1e9d0bff840a2777c5aa37babf3fecb8ae
cat_2023_q4,CAT,Caterpillar Inc.,youtube,video,https://www.youtube.com/results?search_query=CAT+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:5c8a540e2bfe3e5a20dde4857b6636b0e77dc0b7ad8f4f4f3fe5fc22051782d3
cat_2023_q4,CAT,Caterpillar Inc.,vendor,transcript,licensed-vendor://blocked/CAT/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:4d186e61c328efedb78676cce4ba3b35309d31a754ae680663cf6a1d8c76ebe3
de_2023_q4,DE,Deere & Company,youtube,video,https://www.youtube.com/results?search_query=DE+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:ef27361284a1b6a3f587dd1b045064f81a339011e6a3a4b610fb0692f258fa1f
de_2023_q4,DE,Deere & Company,vendor,transcript,licensed-vendor://blocked/DE/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:eeda7a003be3b86a4442844bc0d96d7ea842c6f55975d1321bb8c6dee4e1cbce
ge_2023_q4,GE,GE Aerospace,youtube,video,https://www.youtube.com/results?search_query=GE+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:70103ccca0c6fcfc708a03d0fd37cb7176e252f2ba44b024732cccb9bc242c4e
ge_2023_q4,GE,GE Aerospace,vendor,transcript,licensed-vendor://blocked/GE/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:9b1676f2efcabb5e5276fcb7f7ce4bdf8c7c5b8e9b1e3684aa7ca811f01c9996
etn_2023_q4,ETN,Eaton Corporation plc,youtube,video,https://www.youtube.com/results?search_query=ETN+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:577976518135b2eb91336a4e6ed3fe0d921ca3b51aff67ab5116bd46610e5a8e
etn_2023_q4,ETN,Eaton Corporation plc,vendor,transcript,licensed-vendor://blocked/ETN/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:a0a8377ff53b582e0e0edbe770f7005acdb7c02bad80f5bf2a99f2c4be27926f
emr_2023_q4,EMR,Emerson Electric Co.,youtube,video,https://www.youtube.com/results?search_query=EMR+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f56001c4939afe42770da930f991e7f9b6768ac3eb8fdbf74d4e268a70529e97
emr_2023_q4,EMR,Emerson Electric Co.,vendor,transcript,licensed-vendor://blocked/EMR/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:99e74b7cd630dc4444b7860c657b4e257dd1f030aae360c2611863b8975dd473
mmm_2023_q4,MMM,3M Company,youtube,video,https://www.youtube.com/results?search_query=MMM+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:d92b7c291e53b2f9fd18dc888605df8470a3a63e16da2462344b832e70336ff2
mmm_2023_q4,MMM,3M Company,vendor,transcript,licensed-vendor://blocked/MMM/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:2b24dcf3a7f0d8ddaac307b4a4fdb434f7dfaaaac4bf6b0d91d4b28da1caddcf
itw_2023_q4,ITW,Illinois Tool Works Inc.,youtube,video,https://www.youtube.com/results?search_query=ITW+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:1098d4921e6a827abf4b34ae7fb3f5e8c7886fa840eabeaa5c169dd823c59ab1
itw_2023_q4,ITW,Illinois Tool Works Inc.,vendor,transcript,licensed-vendor://blocked/ITW/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:6df2ff0048339c53dee238fb5998705e629d4962e98d9d7aee52029f79026448
ph_2023_q4,PH,Parker-Hannifin Corporation,youtube,video,https://www.youtube.com/results?search_query=PH+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:08d1f8b41435b5e3031d3e186064aed76f76007f9cdd362759428806bb040b82
ph_2023_q4,PH,Parker-Hannifin Corporation,vendor,transcript,licensed-vendor://blocked/PH/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:ba3198f377bb86e1099ff240fba03c629dd19b5262a060deb81480b83cafadea
carr_2023_q4,CARR,Carrier Global Corporation,youtube,video,https://www.youtube.com/results?search_query=CARR+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:9c3760229d484cb73e6fc136a5670e85ad6379c10a281b154ed376aa30e63036
carr_2023_q4,CARR,Carrier Global Corporation,vendor,transcript,licensed-vendor://blocked/CARR/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:a7ce8a7a6e184d6606bc59dedac82d52948bc4ac7069c7e5f6950138d5d4d0c2
otis_2023_q4,OTIS,Otis Worldwide Corporation,youtube,video,https://www.youtube.com/results?search_query=OTIS+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:de022876b4fa49c6232c9c081f28d74f061cf3bafa322f8a20a2fa1faa2b24c3
otis_2023_q4,OTIS,Otis Worldwide Corporation,vendor,transcript,licensed-vendor://blocked/OTIS/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f3fbd82fb24f8a45e670f929d831e731d765aa90de82fae7fd46d6ae826a0447
ups_2023_q4,UPS,"United Parcel Service, Inc.",youtube,video,https://www.youtube.com/results?search_query=UPS+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:da1bd0ba1b56d30cf6422b8f35558a94d175f85e29489de6240c011410077879
ups_2023_q4,UPS,"United Parcel Service, Inc.",vendor,transcript,licensed-vendor://blocked/UPS/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:cb3662dca9c92ab3c3b324f5bc33ff70eef08b06cef2e30e865e45020fc8a308
fdx_2023_q4,FDX,FedEx Corporation,youtube,video,https://www.youtube.com/results?search_query=FDX+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:218df016657f46d0e92b8405cc8584011846dfbff19708093b5f8c596e01f7b6
fdx_2023_q4,FDX,FedEx Corporation,vendor,transcript,licensed-vendor://blocked/FDX/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:320c47c40be936b43ce3105398fab0662353cc4f6914db9b4f500972831b435a
dal_2023_q4,DAL,"Delta Air Lines, Inc.",youtube,video,https://www.youtube.com/results?search_query=DAL+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:6a9b5b0b2c3ed34c90afc1b1f32ba3ec98f5b4c14afec12afd71d95536176f5d
dal_2023_q4,DAL,"Delta Air Lines, Inc.",vendor,transcript,licensed-vendor://blocked/DAL/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:4696a1d9b0263c9275b3ea6cc263ab0126cc2e5d8c243924ff4de143e6586ffa
unp_2023_q4,UNP,Union Pacific Corporation,youtube,video,https://www.youtube.com/results?search_query=UNP+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:f1d45986c2abd1e07a13e6e9a7ae50627f4abb5ba365a7158e7400d64fe90ed3
unp_2023_q4,UNP,Union Pacific Corporation,vendor,transcript,licensed-vendor://blocked/UNP/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:f1ca4c56977abfc84a2a48b5ae83f2d441075eaa11845b5d24946b3d9dc0b7cc
nsc_2023_q4,NSC,Norfolk Southern Corporation,youtube,video,https://www.youtube.com/results?search_query=NSC+2023+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,Keep YouTube as metadata/link reference only unless explicit written authorization exists.,sha256:c67e1c31aa203893f275907f670824959e8f8b687eef07c8a0e8d0131d8f1f6c
nsc_2023_q4,NSC,Norfolk Southern Corporation,vendor,transcript,licensed-vendor://blocked/NSC/2023/Q4,licensed-vendor,license_required,vendor_license_missing,Register license_config_ref before any vendor raw content use.,sha256:491223f2c2698171b3b8d77b09efa130725a0487cedcf44152a16f8a3fe8efe8
