candidate_id,case_id,ticker,company_name,fiscal_period,event_date,source_type,source_name,source_domain,source_url,discovered_from_url,discovery_method,candidate_kind,rights_status,download_allowed,approval_required,raw_text_committed,license_config_ref,robots_allowed,paywall_status,confidence,notes
cand_23a9a48d1415f3252090,jpm_2026_q1,JPM,JPMorgan Chase & Co.,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,jpmorganchase.com,https://www.jpmorganchase.com/ir,https://www.jpmorganchase.com/ir,media_manifest_seed_no_network,unknown,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_e7cc431eb3636b572f25,wmt_2026_q1,WMT,Walmart Inc.,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,stock.walmart.com,https://stock.walmart.com/,https://stock.walmart.com/,media_manifest_seed_no_network,unknown,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_3628b6d01a2885d5f74f,hd_2026_q1,HD,"The Home Depot, Inc.",FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,ir.homedepot.com,https://ir.homedepot.com/,https://ir.homedepot.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_3cf2843fb19968af78bb,jnj_2026_q1,JNJ,Johnson & Johnson,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investor.jnj.com,https://www.investor.jnj.com/,https://www.investor.jnj.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_e765d8886a4b6572fdaa,xom_2026_q1,XOM,Exxon Mobil Corporation,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,corporate.exxonmobil.com,https://corporate.exxonmobil.com/investors,https://corporate.exxonmobil.com/investors,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_71f6e3f7fbcccdb62046,bac_2026_q1,BAC,Bank of America Corporation,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investor.bankofamerica.com,https://investor.bankofamerica.com/,https://investor.bankofamerica.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_730d97f9fa564808504e,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,goldmansachs.com,https://www.goldmansachs.com/investor-relations/,https://www.goldmansachs.com/investor-relations/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_cb065386240760ba2313,ms_2026_q1,MS,Morgan Stanley,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,morganstanley.com,https://www.morganstanley.com/about-us-ir,https://www.morganstanley.com/about-us-ir,media_manifest_seed_no_network,unknown,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_7ec8ff3597198d17da7f,blk_2026_q1,BLK,"BlackRock, Inc.",FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,ir.blackrock.com,https://ir.blackrock.com/,https://ir.blackrock.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_1802f66b9728bdcf4c44,axp_2026_q1,AXP,American Express Company,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,ir.americanexpress.com,https://ir.americanexpress.com/,https://ir.americanexpress.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_7416c522b0b5bfb6e849,ibm_2026_q1,IBM,International Business Machines Corporation,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,ibm.com,https://www.ibm.com/investor,https://www.ibm.com/investor,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_5fb6be748a51d925ccfc,lly_2026_q1,LLY,Eli Lilly and Company,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investor.lilly.com,https://investor.lilly.com/,https://investor.lilly.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_d118b589311ffb72c9b0,mrk_2026_q1,MRK,"Merck & Co., Inc.",FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,merck.com,https://www.merck.com/investor-relations/,https://www.merck.com/investor-relations/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_5beb06c7724f61428763,pfe_2026_q1,PFE,Pfizer Inc.,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investors.pfizer.com,https://investors.pfizer.com/,https://investors.pfizer.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_ba094d6f453c3f413759,unh_2026_q1,UNH,UnitedHealth Group Incorporated,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,unitedhealthgroup.com,https://www.unitedhealthgroup.com/investors.html,https://www.unitedhealthgroup.com/investors.html,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_d34d855e8a21ec69c3e7,cvs_2026_q1,CVS,CVS Health Corporation,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investors.cvshealth.com,https://investors.cvshealth.com/,https://investors.cvshealth.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_8549f0ca752c2fa802fe,ba_2026_q1,BA,The Boeing Company,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investors.boeing.com,https://investors.boeing.com/,https://investors.boeing.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_f55141c5e301c8ac27ff,cat_2026_q1,CAT,Caterpillar Inc.,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investors.caterpillar.com,https://investors.caterpillar.com/,https://investors.caterpillar.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_970353d5a00818562939,de_2026_q1,DE,Deere & Company,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,investor.deere.com,https://investor.deere.com/,https://investor.deere.com/,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
cand_0378aed5fa537dbf0207,ge_2026_q1,GE,GE Aerospace,FY2026 Q1,2026-04-14,company_ir,company_ir_manifest,geaerospace.com,https://www.geaerospace.com/investors,https://www.geaerospace.com/investors,media_manifest_seed_no_network,company_ir,metadata_only,false,true,false,,false,not_checked,0.25,Metadata-only candidate from existing manifest URL; no page payload fetched.
