segment_id,case_id,audio_asset_id,start_time_sec,end_time_sec,speaker,text_sha256,raw_text_committed
vz_2024_q4_00141,vz_2024_q4,vz_2024_q4_audio,849.6,854.6400000000001,,sha256:ed47fee4258f6b7d70a987c7b1885295da85a26d121bf2740e89a43028599da2,false
vz_2024_q4_00142,vz_2024_q4,vz_2024_q4_audio,855.4399999999999,860.4,,sha256:587f7d25151835f21bd810f122022cf1b4e6ef78f472979bbf16364d03e6dd2e,false
vz_2024_q4_00143,vz_2024_q4,vz_2024_q4_audio,860.4,866.8,,sha256:00c6b9acb4116c46d92e7f9660c6ec7e7915bb53a3a3b92d64e139c6bc07a5e4,false
vz_2024_q4_00144,vz_2024_q4,vz_2024_q4_audio,866.8,872.48,,sha256:56b813811ded1fbcf77175db1a865170f72d99040615ea7239b7aef6a2b5e345,false
vz_2024_q4_00145,vz_2024_q4,vz_2024_q4_audio,872.48,878.0,,sha256:202914a2e3e18ece61c10ba72b4cbcd3dab8c12e4e5fc4e28274d21f946645f1,false
vz_2024_q4_00146,vz_2024_q4,vz_2024_q4_audio,878.0,883.36,,sha256:5903bed1af0771ded232b9e67065e031e4a26cdf761865060c8fdd3f55d6df7e,false
vz_2024_q4_00147,vz_2024_q4,vz_2024_q4_audio,883.36,890.8000000000001,,sha256:964f449ab6d09507d86c977975587e0ab86acaa60d17ccd7fd9effcb69e9f4fb,false
vz_2024_q4_00148,vz_2024_q4,vz_2024_q4_audio,890.8000000000001,896.16,,sha256:3366b4730bb8c2e7d90156c200f5d50d24da7db49c758a169e19ca155aacfb69,false
vz_2024_q4_00149,vz_2024_q4,vz_2024_q4_audio,896.16,900.4,,sha256:0baf24533f89a05e6e8a0e0da1710ad3be45d1ecc6ce4d99b8bc1dc7121a7aa0,false
vz_2024_q4_00150,vz_2024_q4,vz_2024_q4_audio,900.4,907.9200000000001,,sha256:b2ecff7158b620f90712ef81ff4d3929cb89f5556954a27c276e65a754b8da2d,false
vz_2024_q4_00151,vz_2024_q4,vz_2024_q4_audio,907.9200000000001,913.2800000000001,,sha256:21590ded388a0b152269c3cfc04b93012e9ae7751693bbc4dfd3013ecdeddf24,false
vz_2024_q4_00152,vz_2024_q4,vz_2024_q4_audio,913.2800000000001,919.2,,sha256:fc5768f1b6abe47e15e044632802062ad7f815add9a21b6b65c868fb50da8c13,false
vz_2024_q4_00153,vz_2024_q4,vz_2024_q4_audio,919.2,924.48,,sha256:fa16826d9c6ab1a05171fa1cdaa17f7d1ea4ce93006504fc0ca25a60cd85bc0f,false
vz_2024_q4_00154,vz_2024_q4,vz_2024_q4_audio,924.48,930.8800000000001,,sha256:5487879da1cdf21d10a5b744a288fce73b8cff0deb0ba6a3caf0289cfff805d8,false
vz_2024_q4_00155,vz_2024_q4,vz_2024_q4_audio,930.8800000000001,936.8000000000001,,sha256:2b0064177f38476e7cd22a75fc958557d454289df645a0e58b803a99ecc274e5,false
vz_2024_q4_00156,vz_2024_q4,vz_2024_q4_audio,936.8000000000001,942.8800000000001,,sha256:e2e89c9c99b838be09fa7065f8c722cff716e72831e1c8f02abf612de63f7ad9,false
vz_2024_q4_00157,vz_2024_q4,vz_2024_q4_audio,942.8800000000001,948.1600000000001,,sha256:9ab025b91b8b3bbad9289636445d5040505c6b6a2326667a6aa9b7217f9cec4a,false
vz_2024_q4_00158,vz_2024_q4,vz_2024_q4_audio,948.1600000000001,952.72,,sha256:986be1a694470522c52fb7ed28249034e0ad2994ada7e57f69f73d881030b420,false
vz_2024_q4_00159,vz_2024_q4,vz_2024_q4_audio,952.72,959.0400000000001,,sha256:04aff376a27f03680daba943de3e1291698281b7bf1183cc0d6e0f1501f5cbe3,false
vz_2024_q4_00160,vz_2024_q4,vz_2024_q4_audio,959.0400000000001,965.2800000000001,,sha256:73bfc1d3991f8110548b1c1fd9ba07489838e6b210f2304f4b4bce8b362abef9,false
vz_2024_q4_00161,vz_2024_q4,vz_2024_q4_audio,965.28,971.68,,sha256:b94d5c66c00dba19f4fa80d0628da9fc6b6f1a475297310b3a86512f86ac2437,false
vz_2024_q4_00162,vz_2024_q4,vz_2024_q4_audio,971.68,976.88,,sha256:b49f9f19cb797c28b3e1d7dd3cb76b0b6ac357bd0f58ba74f244df044e3e7ced,false
vz_2024_q4_00163,vz_2024_q4,vz_2024_q4_audio,976.88,983.04,,sha256:564beb28b9f1df6fe6bdfdfd76fada4a3014a51532bc359813cf869e7e695793,false
vz_2024_q4_00164,vz_2024_q4,vz_2024_q4_audio,984.3199999999999,990.0,,sha256:2dc9d7e609b7f9dc765a191794c473cbc380979300832f8a5044469e27b4e555,false
vz_2024_q4_00165,vz_2024_q4,vz_2024_q4_audio,990.0,996.16,,sha256:0fe25a9e45abad342acc3649bb6bc7b956cf63a6824f9e496f6d8e065c48839f,false
vz_2024_q4_00166,vz_2024_q4,vz_2024_q4_audio,996.16,1001.36,,sha256:62adcfb3debe6bda743f17dd8f767b7631f53e0f884c2bce660b4b77c5219b2d,false
vz_2024_q4_00167,vz_2024_q4,vz_2024_q4_audio,1001.36,1007.44,,sha256:87b464a34fe4e19969469712ae0657213fd766d31b682929dfcf1087aaf55d2e,false
vz_2024_q4_00168,vz_2024_q4,vz_2024_q4_audio,1007.44,1012.8,,sha256:31d707d03507429664c4a5122f82114dc07b828ebd14c836f9a84125b7add48e,false
vz_2024_q4_00169,vz_2024_q4,vz_2024_q4_audio,1012.8,1018.08,,sha256:57d96da55e84d86ca4dd6834ad3a2c8e92a793719d2d08f214b395e556058387,false
vz_2024_q4_00170,vz_2024_q4,vz_2024_q4_audio,1018.08,1022.32,,sha256:6f2c956e5fe1dc6a2562fae8509482a61f27ca75519d8f1e0bbe66323167efde,false
vz_2024_q4_00171,vz_2024_q4,vz_2024_q4_audio,1023.2,1026.64,,sha256:212d0f4ae5685ddedec312e9172b27dea846029ba1f003e0de0fa29e0d2b4e7d,false
vz_2024_q4_00172,vz_2024_q4,vz_2024_q4_audio,1026.64,1031.44,,sha256:be3324fdb5271ce6b20f609b9a2cdaeb9ad0fba84829083dceca551f18186146,false
vz_2024_q4_00173,vz_2024_q4,vz_2024_q4_audio,1032.16,1037.6000000000001,,sha256:19c22283bbacd5e39a39cfbd212227d019dcd242f323354b51b487823c5e14f4,false
vz_2024_q4_00174,vz_2024_q4,vz_2024_q4_audio,1038.16,1042.08,,sha256:bc20807fe15e0df2b1cde4e6ab4401d10abe2aebc420f934bd17588fabc36b65,false
vz_2024_q4_00175,vz_2024_q4,vz_2024_q4_audio,1042.08,1045.68,,sha256:0eddb2664139c05261a2ed0dbdf305b236431e8d5a084f5e606546ded920e2b4,false
vz_2024_q4_00176,vz_2024_q4,vz_2024_q4_audio,1046.64,1052.88,,sha256:e19009bbfea4433a95bffe7e0b74945f4d42b84fb2fda4f833f27c8ee53de8de,false
vz_2024_q4_00177,vz_2024_q4,vz_2024_q4_audio,1053.68,1059.04,,sha256:b4b98d329b557d3ba98da5129764a4e8e6a70d3669f97de29494465620d7e66f,false
vz_2024_q4_00178,vz_2024_q4,vz_2024_q4_audio,1059.04,1062.0800000000002,,sha256:c1383875fb9783c0403fdc2e51f0e70850fc123618eafdbf80c2f96b0951175e,false
vz_2024_q4_00179,vz_2024_q4,vz_2024_q4_audio,1064.16,1068.72,,sha256:c9ec66b8280f2a96cdef71c72fb73a372d37f649a5b8d2b07cbed901712df876,false
vz_2024_q4_00180,vz_2024_q4,vz_2024_q4_audio,1068.72,1075.2,,sha256:bb4359d931994d5c345f0966ba4cb805618af6050030cfe52a313493fd832e60,false
vz_2024_q4_00181,vz_2024_q4,vz_2024_q4_audio,1075.2,1080.64,,sha256:73091e4af33a68068d28a18550f5d7c61a97ddea5035a173a97b75da8550d63f,false
vz_2024_q4_00182,vz_2024_q4,vz_2024_q4_audio,1081.3600000000001,1086.0800000000002,,sha256:8244fef82c6ef2d8d73fd0360b3937355cecf3e440657630f389d80606a0e48f,false
vz_2024_q4_00183,vz_2024_q4,vz_2024_q4_audio,1087.04,1092.48,,sha256:b3c3c2595c3597c62f12aa52bd4384771309f55034d99c6f75b19e5c375d9657,false
vz_2024_q4_00184,vz_2024_q4,vz_2024_q4_audio,1092.48,1097.6000000000001,,sha256:ca433621112e3a150c5010378054eb9756637a4fad8994c673af671f5e29c032,false
vz_2024_q4_00185,vz_2024_q4,vz_2024_q4_audio,1097.6000000000001,1102.32,,sha256:a5a9d504ed715327a68f007d51614e94dd8cb9b7af83bfa8f37d6f1888163535,false
vz_2024_q4_00186,vz_2024_q4,vz_2024_q4_audio,1102.96,1108.48,,sha256:fba3ff5d6073296eed7d723d0d72f6f2b6b5a7d155934d367db006a3dd1b9571,false
vz_2024_q4_00187,vz_2024_q4,vz_2024_q4_audio,1108.48,1115.2,,sha256:6b05c25c213c983a5540801f9cbd3534315db051f699ba50aa1ea8057fc38d32,false
vz_2024_q4_00188,vz_2024_q4,vz_2024_q4_audio,1115.2,1119.84,,sha256:c9569ad7f9b141a5b18acfc331a836bc9d9ca2865dddc55b9ce67f4e9f310cbb,false
vz_2024_q4_00189,vz_2024_q4,vz_2024_q4_audio,1121.12,1126.96,,sha256:f94dfbb443c7aab45b1ad0237c3696d34d9a131f8896c41b2285abcb121d50f4,false
vz_2024_q4_00190,vz_2024_q4,vz_2024_q4_audio,1126.96,1133.1200000000001,,sha256:dddbe86de796a4afff59733fbdad3f8f68cfbef424143e7bf7074175fde157b7,false
vz_2024_q4_00191,vz_2024_q4,vz_2024_q4_audio,1133.1200000000001,1139.28,,sha256:c710eed9e99e0eff39caa32e61affc38e35a8b68c4e99aa77d37d0bafcfad509,false
vz_2024_q4_00192,vz_2024_q4,vz_2024_q4_audio,1140.24,1144.88,,sha256:9818d721f43ed1d074920b1d48d0e4d49559246e02420d4e227ba1d63bdbe1b9,false
vz_2024_q4_00193,vz_2024_q4,vz_2024_q4_audio,1144.88,1150.0,,sha256:9aa862b1faa3bba5dc3196be62794cac98c95f0f4ff887d0be9e507e1eece058,false
vz_2024_q4_00194,vz_2024_q4,vz_2024_q4_audio,1150.0,1155.3600000000001,,sha256:709c2cad211df3db54ceb2cfdfa39bfd4069c544aa26ee70b952499742dadd46,false
vz_2024_q4_00195,vz_2024_q4,vz_2024_q4_audio,1156.0000000000002,1160.4,,sha256:b321bedce0c7908fde870265baef48e77744e892d35811782a40732657bfa650,false
vz_2024_q4_00196,vz_2024_q4,vz_2024_q4_audio,1160.4,1167.0400000000002,,sha256:a9fc2a7cf6c8f188eb5c8db8349097ae39ce2e74ef38205c3412f130c9847e55,false
vz_2024_q4_00197,vz_2024_q4,vz_2024_q4_audio,1167.0400000000002,1175.7600000000002,,sha256:42bd0b7cdf0ec6f05cff22db40165fb161de27455a23df2e7b4bca0017c2163e,false
vz_2024_q4_00198,vz_2024_q4,vz_2024_q4_audio,1176.4,1181.2,,sha256:575c100cced3a4957f116b4c1e12b684f1a9baa2b9c7dc5bb79da1c1b39a64ef,false
vz_2024_q4_00199,vz_2024_q4,vz_2024_q4_audio,1181.2,1187.1200000000001,,sha256:7300d7a30b7f63ced28eaa8dc383f9047f5d361250834571b01608b686da4c5c,false
vz_2024_q4_00200,vz_2024_q4,vz_2024_q4_audio,1187.1200000000001,1194.4,,sha256:f59ef5649b76cb1dbd66e3f2621cb128ec4c8e6f5d4ae354268ba9889eecb8c1,false
vz_2024_q4_00201,vz_2024_q4,vz_2024_q4_audio,1194.4,1200.48,,sha256:0aab7c2ffec7ab759b08d2ab3b5898d86fc251e0b253063dee9571d8dd450671,false
vz_2024_q4_00202,vz_2024_q4,vz_2024_q4_audio,1200.48,1205.92,,sha256:6fd41dff152acf9a362993f3cb3c9248cdc74231c15652ee6a4e1295febbad10,false
vz_2024_q4_00203,vz_2024_q4,vz_2024_q4_audio,1205.92,1213.28,,sha256:81ed9e78a03e9d881c449f98257adb48862971891467a007873e218cd4aa0664,false
vz_2024_q4_00204,vz_2024_q4,vz_2024_q4_audio,1213.28,1219.04,,sha256:7697d10cbef6042901cadeb6153dd3a5060acd7fea503d2522a3f3b0c0a346b8,false
vz_2024_q4_00205,vz_2024_q4,vz_2024_q4_audio,1220.3200000000002,1225.6000000000001,,sha256:68c4705a20c837dfdae406d40eb6987bcc6df154392950bf364503c60e66fb4a,false
vz_2024_q4_00206,vz_2024_q4,vz_2024_q4_audio,1225.6000000000001,1230.72,,sha256:68e2d78ab7620220a27a38d247cb2362f932e0e8396dc8b461da56c157bd4a68,false
vz_2024_q4_00207,vz_2024_q4,vz_2024_q4_audio,1230.96,1238.0,,sha256:27051a93973ff21dc92fbd747d20b5f8a410c0c3b8fc988619ada5187f35aff7,false
vz_2024_q4_00208,vz_2024_q4,vz_2024_q4_audio,1238.0,1242.96,,sha256:5aa3a1bd378c2204064a45c83c0db83e00a4b2b6c76ef370b2738e2438b883ea,false
vz_2024_q4_00209,vz_2024_q4,vz_2024_q4_audio,1242.96,1248.24,,sha256:0961a80c14b808f370dd2b14bda4d4201118eb366442b9272701b541f8955c31,false
vz_2024_q4_00210,vz_2024_q4,vz_2024_q4_audio,1248.24,1254.24,,sha256:a771e86f621187dae1826a49d52a0197b2d573c276a0f8b42a3bd7b64b84f6f8,false
vz_2024_q4_00211,vz_2024_q4,vz_2024_q4_audio,1254.24,1260.88,,sha256:2f1773e3a9211175c3abeb1dc537907044b7f7e3cb6d3759c4b3f75b292566f5,false
vz_2024_q4_00212,vz_2024_q4,vz_2024_q4_audio,1260.88,1266.72,,sha256:deb6c3c475d0a7feee672b60ecd510555b23e3c1ef99fded566aa341bcfefca5,false
vz_2024_q4_00213,vz_2024_q4,vz_2024_q4_audio,1266.72,1271.6,,sha256:d25a40dcb712f2a0a093048433f437cdc7989138f6950525e211b814593970e9,false
vz_2024_q4_00214,vz_2024_q4,vz_2024_q4_audio,1272.16,1277.92,,sha256:e8d3f82db223f4bb5fe9c3614ef1e21ba96952ee1d2c1dfd578e41e3b7e4d5b1,false
vz_2024_q4_00215,vz_2024_q4,vz_2024_q4_audio,1278.96,1283.52,,sha256:718559f0462072a009138cbb4b8c38049fe5a64853b664f2dd05e5d3b7cc6dc8,false
vz_2024_q4_00216,vz_2024_q4,vz_2024_q4_audio,1283.52,1290.8,,sha256:563892168e918576345ec39503b94c2e67b1979c6f07df5f4b94b56552cc8f0d,false
vz_2024_q4_00217,vz_2024_q4,vz_2024_q4_audio,1290.8,1295.68,,sha256:a72bf5e5cff1eda25b594af3e0cd2fa4ecfca57d235950072b439d1b4d85d493,false
vz_2024_q4_00218,vz_2024_q4,vz_2024_q4_audio,1296.72,1301.36,,sha256:b1879cf85b680dca938e499a46cae5c563f80865ab98830711689a4c6b1a7380,false
vz_2024_q4_00219,vz_2024_q4,vz_2024_q4_audio,1301.36,1305.68,,sha256:c34c41791f8b035b7ddaa2322d3400c0c82678e46e9e32899c0d19c6eac0328a,false
vz_2024_q4_00220,vz_2024_q4,vz_2024_q4_audio,1306.6399999999999,1311.28,,sha256:19fd2f70c61ee520995e83e369cb02f776cada7673e0d5e89ae6526ff0f53e54,false
vz_2024_q4_00221,vz_2024_q4,vz_2024_q4_audio,1312.08,1316.16,,sha256:3da2c2df7f9db3d1341e9ef917afa4d02447fe5abbced1b05918b428b12c42b3,false
vz_2024_q4_00222,vz_2024_q4,vz_2024_q4_audio,1316.16,1322.3999999999999,,sha256:5981808e4eb00a45dd10ed625b625c2bb36b258dd763a04dc169cb3860933e96,false
vz_2024_q4_00223,vz_2024_q4,vz_2024_q4_audio,1322.3999999999999,1328.16,,sha256:7fd2a7d47fc394775538debf8d76be9f7e16fb21ec5b931f0acb016fc2d64036,false
vz_2024_q4_00224,vz_2024_q4,vz_2024_q4_audio,1328.16,1332.8799999999999,,sha256:d81db87ae50e9e8b3f9429cfa1a8523b758a81d07c904a30042cb83dfb9eedc7,false
vz_2024_q4_00225,vz_2024_q4,vz_2024_q4_audio,1332.8799999999999,1338.3999999999999,,sha256:0aba75536279589938e861104974aa59ba991188e47e62737183b833f61ebdeb,false
vz_2024_q4_00226,vz_2024_q4,vz_2024_q4_audio,1338.4,1343.76,,sha256:71608f6965baa3d6408e4420e4bd40a248eb35b6651670c87ad1c5e1138b6fd8,false
vz_2024_q4_00227,vz_2024_q4,vz_2024_q4_audio,1343.76,1349.44,,sha256:d0280625eacbea9ca1f96a3a2d20cd51bade80bc685064d3ab64a7996a1d4f79,false
vz_2024_q4_00228,vz_2024_q4,vz_2024_q4_audio,1349.44,1355.52,,sha256:a68a6670f5ddf3a5961b5c40f3ccb209bda30f0a1b62acc844b7be083f3d2468,false
vz_2024_q4_00229,vz_2024_q4,vz_2024_q4_audio,1355.52,1361.2800000000002,,sha256:6263431b523b57b784a523cebe725088ef18863d138a0b494d1f5b9246d91ad7,false
vz_2024_q4_00230,vz_2024_q4,vz_2024_q4_audio,1361.2800000000002,1368.24,,sha256:70d731c57d8343055fabddfddaa0ac2297d6871f7b02f96fc7b58b51d6fd9764,false
vz_2024_q4_00231,vz_2024_q4,vz_2024_q4_audio,1368.24,1373.1200000000001,,sha256:c52724094c91571f365657b0f2cd83f4daa98f0b7dad9663f3a339813fb35a44,false
vz_2024_q4_00232,vz_2024_q4,vz_2024_q4_audio,1373.1200000000001,1377.44,,sha256:556a64086bb38c51d44d7577f98013e23016a269862e083793b3560a6318ebc2,false
vz_2024_q4_00233,vz_2024_q4,vz_2024_q4_audio,1377.44,1382.0,,sha256:085f2c603dc67beec4bd0e523cac1cca152cbfb866f52d11ac91dfc22b7e668d,false
vz_2024_q4_00234,vz_2024_q4,vz_2024_q4_audio,1382.0,1387.6,,sha256:b9ee7bd8144f9eb8b488b587e0376b19a19cf7d15d78162497534d425ddf5fe6,false
vz_2024_q4_00235,vz_2024_q4,vz_2024_q4_audio,1387.6,1392.88,,sha256:2131e62918d3a72195dbbc71061e24ac41b0f62460304db9c7786ad68b6f6d7d,false
vz_2024_q4_00236,vz_2024_q4,vz_2024_q4_audio,1392.88,1398.4,,sha256:76db72efafd504629675066218ccca021db8bc92a6cbee1f36e81de6c15dccb2,false
vz_2024_q4_00237,vz_2024_q4,vz_2024_q4_audio,1398.4,1403.7600000000002,,sha256:c6d77831d3d6dcfd337f28f01cfa6f75de05b35ab24ed321670b4e3e05b9faa3,false
vz_2024_q4_00238,vz_2024_q4,vz_2024_q4_audio,1403.7600000000002,1409.8400000000001,,sha256:0a748dec349914887b2821e5a92b6785cdfe85b71163c5aca5197dd57f7c1613,false
vz_2024_q4_00239,vz_2024_q4,vz_2024_q4_audio,1409.8400000000001,1418.3200000000002,,sha256:f6533c4bd3b3b02818a51aa84f8bef7031e6702342b3bd0e9806f6603d544fd0,false
vz_2024_q4_00240,vz_2024_q4,vz_2024_q4_audio,1418.3999999999999,1424.72,,sha256:04e8e6f874b8dfa8e862511b6c0a4672600c50c68d3707cef4ff776db30fd050,false
vz_2024_q4_00241,vz_2024_q4,vz_2024_q4_audio,1424.72,1432.32,,sha256:8cc0f66fdd012062671be52d3f8836280cfbefba4e249ac23ca50e59c1097404,false
vz_2024_q4_00242,vz_2024_q4,vz_2024_q4_audio,1432.32,1439.04,,sha256:449736a9b08a9c534649f961cdf3f6d2f68173a4766ba044bdd44756e916afaf,false
vz_2024_q4_00243,vz_2024_q4,vz_2024_q4_audio,1439.04,1443.52,,sha256:fd2476bdd6cbf33a23307db1f1c14bb70725b668a60fbb42e09b6e91a33e6205,false
vz_2024_q4_00244,vz_2024_q4,vz_2024_q4_audio,1444.24,1450.8,,sha256:934039afd39b2f20351df7ff31f70934acf95db640dc8ba545f7ae061a5e744e,false
vz_2024_q4_00245,vz_2024_q4,vz_2024_q4_audio,1450.8,1458.56,,sha256:f3ddde35b3b40916141ca3c52d0bcc2537e351292e5e9d31176a041e26af9d1a,false
vz_2024_q4_00246,vz_2024_q4,vz_2024_q4_audio,1458.56,1464.56,,sha256:1a39e485ceb53b71279d8c7dad3ea98d386fd6cc2e2ce741f8c774343e8b6e0e,false
vz_2024_q4_00247,vz_2024_q4,vz_2024_q4_audio,1464.56,1471.2,,sha256:6e4403565942ab441ed5807905da7fb6d865b261c288cccac6d922fac23e3b40,false
vz_2024_q4_00248,vz_2024_q4,vz_2024_q4_audio,1471.68,1478.4,,sha256:f925653283ccca356054a8ecace86f3df6b9dbe2d09125ddd83ab214a28377c5,false
vz_2024_q4_00249,vz_2024_q4,vz_2024_q4_audio,1478.4,1485.52,,sha256:2e2042519acfbc4d944c55799256d7ad26fb0abd6686e6a9a9317b7963973c9c,false
